0,1,2,3,4,5,6,7
Director,"Direct
31 Dec, 23","Direct
31 Dec, 22","Indirect
31 Dec, 23",,"Indirect
31 Dec, 22",,Interest in Contracts
Mr. Abi Ayida,"625,601","625,601",Jurewa Investment,"16,685,111","Jurewa
Investment","16,685,111",None
,,,"Alemaje and
Company Limited","16,315,506","Alemaje and
Company
Limited","16,315,506",
Mr. Adekunle Olowokande,"197,965","197,965",Nil,,Nil,,None
Dr. Ogechi Iheanacho,"100,000",Nil,Nil,,Nil,,None
Mr. Raj Mangtani,Nil,Nil,Nil,,Nil,,"Raw materials and product formulation, through
Emychem Nigeria Ltd."
Mrs. Erejuwa Gbadebo,Nil,Nil,Nil,,Nil,,None
